name,light_years_from_earth,planet_mass,stellar_magnitude,discovery_date,hyperlink 
TOI-172 b,1118,5.42 Jupiters,11.299,2019,https://exoplanets.nasa.gov/exoplanet-catalog/7559/toi-172-b/
TOI-1749 b,325,0.17934 Jupiters,13.86,2021,https://exoplanets.nasa.gov/exoplanet-catalog/7919/toi-1749-b/
TOI-1749 c,325,14 Earths,13.86,2021,https://exoplanets.nasa.gov/exoplanet-catalog/7920/toi-1749-c/
TOI-1749 d,325,15 Earths,13.86,2021,https://exoplanets.nasa.gov/exoplanet-catalog/7921/toi-1749-d/
TOI-1759 b,131,10.8 Earths,11.93,2022,https://exoplanets.nasa.gov/exoplanet-catalog/8409/toi-1759-b/
TOI-1789 b,747,0.7 Jupiters,9.721,2021,https://exoplanets.nasa.gov/exoplanet-catalog/8005/toi-1789-b/
TOI-178 b,205,1.5 Earths,11.955,2021,https://exoplanets.nasa.gov/exoplanet-catalog/7816/toi-178-b/
TOI-178 c,205,4.77 Earths,11.955,2021,https://exoplanets.nasa.gov/exoplanet-catalog/7817/toi-178-c/
TOI-178 d,205,3.01 Earths,11.955,2021,https://exoplanets.nasa.gov/exoplanet-catalog/7818/toi-178-d/
TOI-178 e,205,3.86 Earths,11.955,2021,https://exoplanets.nasa.gov/exoplanet-catalog/7819/toi-178-e/
TOI-2411 b,194,3.46 Earths,11.272,2022,https://exoplanets.nasa.gov/exoplanet-catalog/8402/toi-2411-b/
TOI-2427 b,93,3.89 Earths,10.295,2022,https://exoplanets.nasa.gov/exoplanet-catalog/8403/toi-2427-b/
TOI-2445 b,158,2.1 Earths,15.692,2022,https://exoplanets.nasa.gov/exoplanet-catalog/8404/toi-2445-b/
TOI-251 b,325,1 Jupiter,9.887,2021,https://exoplanets.nasa.gov/exoplanet-catalog/7781/toi-251-b/
TOI-257 b,251,0.138 Jupiters,7.57,2021,https://exoplanets.nasa.gov/exoplanet-catalog/7850/toi-257-b/
TOI-2669 b,1283,0.61 Jupiters,10.916,2022,https://exoplanets.nasa.gov/exoplanet-catalog/8391/toi-2669-b/
TOI-269 b,186,8.8 Earths,14.37,2021,https://exoplanets.nasa.gov/exoplanet-catalog/7860/toi-269-b/
TOI-270 b,73,1.58 Earths,12.603,2019,https://exoplanets.nasa.gov/exoplanet-catalog/7567/toi-270-b/
TOI-270 c,73,6.15 Earths,12.603,2019,https://exoplanets.nasa.gov/exoplanet-catalog/7569/toi-270-c/
TOI-270 d,73,4.78 Earths,12.603,2019,https://exoplanets.nasa.gov/exoplanet-catalog/7571/toi-270-d/
TOI-3362 b,1197,5.029 Jupiters,10.86,2021,https://exoplanets.nasa.gov/exoplanet-catalog/8010/toi-3362-b/
TOI-421 b,244,7.17 Earths,9.931,2020,https://exoplanets.nasa.gov/exoplanet-catalog/7757/toi-421-b/
TOI-421 c,244,16.42 Earths,9.931,2020,https://exoplanets.nasa.gov/exoplanet-catalog/7758/toi-421-c/
TOI-431 b,106,3.07 Earths,9.12,2021,https://exoplanets.nasa.gov/exoplanet-catalog/7942/toi-431-b/
TOI-431 c,106,2.83 Earths,9.12,2021,https://exoplanets.nasa.gov/exoplanet-catalog/7943/toi-431-c/
TOI-431 d,106,9.9 Earths,9.12,2021,https://exoplanets.nasa.gov/exoplanet-catalog/7944/toi-431-d/
TOI-4329 b,2339,0.45 Jupiters,12.724,2022,https://exoplanets.nasa.gov/exoplanet-catalog/8390/toi-4329-b/
TOI-451 b,404,4.31 Earths,10.939,2020,https://exoplanets.nasa.gov/exoplanet-catalog/7807/toi-451-b/
TOI-451 c,404,9.8 Earths,10.939,2020,https://exoplanets.nasa.gov/exoplanet-catalog/7808/toi-451-c/
TOI-451 d,404,15.6 Earths,10.939,2020,https://exoplanets.nasa.gov/exoplanet-catalog/7809/toi-451-d/
TOI-481 b,585,1.53 Jupiters,9.972,2020,https://exoplanets.nasa.gov/exoplanet-catalog/7783/toi-481-b/
TOI-500 b,155,1.65 Earths,10.54,2022,https://exoplanets.nasa.gov/exoplanet-catalog/8393/toi-500-b/
TOI-519 b,377,14 Jupiters,17.35,2021,https://exoplanets.nasa.gov/exoplanet-catalog/7848/toi-519-b/
TOI-530 b,485,0.4 Jupiters,15.403,2021,https://exoplanets.nasa.gov/exoplanet-catalog/8004/toi-530-b/
TOI-532 b,441,0.1935 Jupiters,14.413,2021,https://exoplanets.nasa.gov/exoplanet-catalog/7941/toi-532-b/
TOI-837 b,465,1.2 Jupiters,10.635,2020,https://exoplanets.nasa.gov/exoplanet-catalog/7765/toi-837-b/
TOI-849 b,736,39.09 Earths,11.981,2020,https://exoplanets.nasa.gov/exoplanet-catalog/7643/toi-849-b/
TOI-892 b,1111,0.95 Jupiters,11.43,2020,https://exoplanets.nasa.gov/exoplanet-catalog/7784/toi-892-b/
TOI-905 b,518,0.667 Jupiters,11.08,2020,https://exoplanets.nasa.gov/exoplanet-catalog/7812/toi-905-b/
TOI-942 b,498,2.6 Jupiters,11.982,2020,https://exoplanets.nasa.gov/exoplanet-catalog/7778/toi-942-b/
TOI-942 c,498,2.5 Jupiters,11.982,2020,https://exoplanets.nasa.gov/exoplanet-catalog/7779/toi-942-c/
TOI-954 b,779,0.174 Jupiters,10.343,2020,https://exoplanets.nasa.gov/exoplanet-catalog/7774/toi-954-b/
TRAPPIST-1 b,41,1.374 Earths,17.02,2016,https://exoplanets.nasa.gov/exoplanet-catalog/5500/trappist-1-b/
TRAPPIST-1 c,41,1.308 Earths,17.02,2016,https://exoplanets.nasa.gov/exoplanet-catalog/5501/trappist-1-c/
TRAPPIST-1 d,41,0.388 Earths,17.02,2016,https://exoplanets.nasa.gov/exoplanet-catalog/5502/trappist-1-d/
TRAPPIST-1 e,41,0.692 Earths,17.02,2017,https://exoplanets.nasa.gov/exoplanet-catalog/3453/trappist-1-e/
TRAPPIST-1 f,41,1.039 Earths,17.02,2017,https://exoplanets.nasa.gov/exoplanet-catalog/3454/trappist-1-f/
TRAPPIST-1 g,41,1.321 Earths,17.02,2017,https://exoplanets.nasa.gov/exoplanet-catalog/3458/trappist-1-g/
TRAPPIST-1 h,41,0.326 Earths,17.02,2017,https://exoplanets.nasa.gov/exoplanet-catalog/3459/trappist-1-h/
TrES-1 b,521,0.84 Jupiters,11.424,2004,https://exoplanets.nasa.gov/exoplanet-catalog/5055/tres-1-b/
TrES-2 b,702,1.49 Jupiters,11.254,2006,https://exoplanets.nasa.gov/exoplanet-catalog/1716/tres-2-b/
TrES-3 b,755,1.91 Jupiters,12.362,2007,https://exoplanets.nasa.gov/exoplanet-catalog/5352/tres-3-b/
TrES-4 b,1683,0.78 Jupiters,11.932,2007,https://exoplanets.nasa.gov/exoplanet-catalog/5353/tres-4-b/
TrES-5 b,1175,1.79 Jupiters,13.677,2011,https://exoplanets.nasa.gov/exoplanet-catalog/5354/tres-5-b/
TYC 0434-04538-1 b,2001,6.1 Jupiters,10.247,2021,https://exoplanets.nasa.gov/exoplanet-catalog/7824/tyc-0434-04538-1-b/
TYC 1422-614-1 b,2193,2.5 Jupiters,10.193,2014,https://exoplanets.nasa.gov/exoplanet-catalog/7142/tyc-1422-614-1-b/
TYC 1422-614-1 c,2193,10 Jupiters,10.193,2014,https://exoplanets.nasa.gov/exoplanet-catalog/7143/tyc-1422-614-1-c/
TYC 2187-512-1 b,50,0.33 Jupiters,10.58,2022,https://exoplanets.nasa.gov/exoplanet-catalog/8490/tyc-2187-512-1-b/
TYC 3318-01333-1 b,1600,3.42 Jupiters,9.901,2018,https://exoplanets.nasa.gov/exoplanet-catalog/7327/tyc-3318-01333-1-b/
TYC 3667-1280-1 b,1558,5.4 Jupiters,9.856,2016,https://exoplanets.nasa.gov/exoplanet-catalog/7021/tyc-3667-1280-1-b/
WASP-106 b,1149,1.62 Jupiters,11.21,2014,https://exoplanets.nasa.gov/exoplanet-catalog/5159/wasp-106-b/
WASP-107 b,211,30.5 Earths,11.592,2017,https://exoplanets.nasa.gov/exoplanet-catalog/3529/wasp-107-b/
WASP-107 c,211,0.36 Jupiters,11.592,2020,https://exoplanets.nasa.gov/exoplanet-catalog/7780/wasp-107-c/
WASP-10 b,460,3.15 Jupiters,12.413,2008,https://exoplanets.nasa.gov/exoplanet-catalog/5366/wasp-10-b/
WASP-110 b,897,0.51 Jupiters,12.762,2021,https://exoplanets.nasa.gov/exoplanet-catalog/7891/wasp-110-b/
WASP-113 b,1419,0.475 Jupiters,11.761,2016,https://exoplanets.nasa.gov/exoplanet-catalog/3369/wasp-113-b/
WASP-114 b,1707,1.769 Jupiters,12.685,2016,https://exoplanets.nasa.gov/exoplanet-catalog/3370/wasp-114-b/
WASP-117 b,515,0.3 Jupiters,10.139,2014,https://exoplanets.nasa.gov/exoplanet-catalog/5160/wasp-117-b/
WASP-118 b,1229,0.514 Jupiters,11.009,2016,https://exoplanets.nasa.gov/exoplanet-catalog/3388/wasp-118-b/
WASP-119 b,987,1.23 Jupiters,12.314,2016,https://exoplanets.nasa.gov/exoplanet-catalog/4671/wasp-119-b/
WASP-11 b,407,0.79 Jupiters,11.567,2008,https://exoplanets.nasa.gov/exoplanet-catalog/5367/wasp-11-b/
WASP-120 b,1243,4.85 Jupiters,10.96,2016,https://exoplanets.nasa.gov/exoplanet-catalog/3273/wasp-120-b/
WASP-121 b,880,1.157 Jupiters,10.514,2016,https://exoplanets.nasa.gov/exoplanet-catalog/3281/wasp-121-b/
WASP-123 b,646,0.899 Jupiters,11.03,2016,https://exoplanets.nasa.gov/exoplanet-catalog/3274/wasp-123-b/
WASP-124 b,1463,0.6 Jupiters,12.724,2016,https://exoplanets.nasa.gov/exoplanet-catalog/4672/wasp-124-b/
WASP-126 b,706,0.28411 Jupiters,10.994,2016,https://exoplanets.nasa.gov/exoplanet-catalog/1978/wasp-126-b/
WASP-126 c,706,0.20199 Jupiters,10.994,2019,https://exoplanets.nasa.gov/exoplanet-catalog/7540/wasp-126-c/
WASP-127 b,520,0.1647 Jupiters,10.148,2016,https://exoplanets.nasa.gov/exoplanet-catalog/3432/wasp-127-b/
WASP-129 b,983,1 Jupiter,12.179,2016,https://exoplanets.nasa.gov/exoplanet-catalog/4673/wasp-129-b/
WASP-12 b,1394,1.465 Jupiters,11.569,2008,https://exoplanets.nasa.gov/exoplanet-catalog/5120/wasp-12-b/
WASP-130 b,562,1.23 Jupiters,11.104,2016,https://exoplanets.nasa.gov/exoplanet-catalog/3418/wasp-130-b/
WASP-131 b,653,0.27 Jupiters,10.068,2016,https://exoplanets.nasa.gov/exoplanet-catalog/3419/wasp-131-b/
WASP-132 b,401,0.41 Jupiters,11.938,2016,https://exoplanets.nasa.gov/exoplanet-catalog/3420/wasp-132-b/
WASP-133 b,1824,1.16 Jupiters,12.891,2016,https://exoplanets.nasa.gov/exoplanet-catalog/4674/wasp-133-b/
WASP-135 b,973,1.9 Jupiters,13.181,2015,https://exoplanets.nasa.gov/exoplanet-catalog/4848/wasp-135-b/
WASP-136 b,899,1.51 Jupiters,9.974,2016,https://exoplanets.nasa.gov/exoplanet-catalog/3433/wasp-136-b/
WASP-138 b,1351,1.22 Jupiters,11.796,2016,https://exoplanets.nasa.gov/exoplanet-catalog/3434/wasp-138-b/
WASP-139 b,693,37.18611 Earths,12.456,2016,https://exoplanets.nasa.gov/exoplanet-catalog/3421/wasp-139-b/
WASP-13 b,742,0.36 Jupiters,10.424,2009,https://exoplanets.nasa.gov/exoplanet-catalog/5368/wasp-13-b/
WASP-140 b,384,2.44 Jupiters,11.118,2016,https://exoplanets.nasa.gov/exoplanet-catalog/3422/wasp-140-b/
WASP-141 b,1685,2.69 Jupiters,12.65,2016,https://exoplanets.nasa.gov/exoplanet-catalog/3427/wasp-141-b/
WASP-142 b,2384,0.84 Jupiters,12.871,2016,https://exoplanets.nasa.gov/exoplanet-catalog/3428/wasp-142-b/
WASP-144 b,1160,0.44 Jupiters,13.085,2018,https://exoplanets.nasa.gov/exoplanet-catalog/6370/wasp-144-b/
WASP-145 A b,298,0.89 Jupiters,11.636,2018,https://exoplanets.nasa.gov/exoplanet-catalog/7283/wasp-145-a-b/
WASP-147 b,1423,0.275 Jupiters,12.681,2018,https://exoplanets.nasa.gov/exoplanet-catalog/6406/wasp-147-b/
WASP-148 b,804,0.291 Jupiters,12.036,2020,https://exoplanets.nasa.gov/exoplanet-catalog/7649/wasp-148-b/
WASP-148 c,804,0.4 Jupiters,12.036,2020,https://exoplanets.nasa.gov/exoplanet-catalog/7650/wasp-148-c/
WASP-14 b,528,8.84 Jupiters,9.745,2008,https://exoplanets.nasa.gov/exoplanet-catalog/5369/wasp-14-b/
WASP-150 b,1722,8.46 Jupiters,12.026,2020,https://exoplanets.nasa.gov/exoplanet-catalog/7622/wasp-150-b/
WASP-151 b,1478,0.316 Jupiters,12.821,2017,https://exoplanets.nasa.gov/exoplanet-catalog/6056/wasp-151-b/
WASP-153 b,1990,0.39 Jupiters,12.591,2017,https://exoplanets.nasa.gov/exoplanet-catalog/6057/wasp-153-b/
WASP-156 b,398,0.128 Jupiters,11.559,2017,https://exoplanets.nasa.gov/exoplanet-catalog/6058/wasp-156-b/
WASP-157 b,1090,0.574 Jupiters,12.397,2016,https://exoplanets.nasa.gov/exoplanet-catalog/3287/wasp-157-b/
WASP-158 b,1713,2.79 Jupiters,12.044,2018,https://exoplanets.nasa.gov/exoplanet-catalog/6372/wasp-158-b/
WASP-159 b,2334,0.55 Jupiters,12.836,2018,https://exoplanets.nasa.gov/exoplanet-catalog/6373/wasp-159-b/
WASP-15 b,920,0.54 Jupiters,10.972,2009,https://exoplanets.nasa.gov/exoplanet-catalog/5370/wasp-15-b/
WASP-160 B b,941,0.278 Jupiters,13.04,2018,https://exoplanets.nasa.gov/exoplanet-catalog/7257/wasp-160-b-b/
WASP-161 b,1119,2.49 Jupiters,11.079,2018,https://exoplanets.nasa.gov/exoplanet-catalog/6440/wasp-161-b/
WASP-162 b,1014,5.2 Jupiters,12.213,2018,https://exoplanets.nasa.gov/exoplanet-catalog/6374/wasp-162-b/
WASP-163 b,853,1.87 Jupiters,12.663,2018,https://exoplanets.nasa.gov/exoplanet-catalog/6441/wasp-163-b/
WASP-164 b,1068,2.13 Jupiters,12.603,2018,https://exoplanets.nasa.gov/exoplanet-catalog/6408/wasp-164-b/
WASP-165 b,1964,0.658 Jupiters,12.816,2018,https://exoplanets.nasa.gov/exoplanet-catalog/6409/wasp-165-b/
WASP-166 b,372,32.10083 Earths,9.351,2019,https://exoplanets.nasa.gov/exoplanet-catalog/7439/wasp-166-b/
WASP-167 b,1382,8 Jupiters,10.517,2017,https://exoplanets.nasa.gov/exoplanet-catalog/3521/wasp-167-b/
WASP-168 b,991,0.42 Jupiters,12.124,2018,https://exoplanets.nasa.gov/exoplanet-catalog/6375/wasp-168-b/
WASP-169 b,2045,0.561 Jupiters,12.167,2019,https://exoplanets.nasa.gov/exoplanet-catalog/7468/wasp-169-b/
WASP-16 b,633,1.24 Jupiters,11.288,2009,https://exoplanets.nasa.gov/exoplanet-catalog/5121/wasp-16-b/
WASP-170 b,997,1.6 Jupiters,12.613,2018,https://exoplanets.nasa.gov/exoplanet-catalog/6442/wasp-170-b/
WASP-171 b,2472,1.084 Jupiters,12.612,2019,https://exoplanets.nasa.gov/exoplanet-catalog/7469/wasp-171-b/
WASP-172 b,1755,0.47 Jupiters,10.988,2018,https://exoplanets.nasa.gov/exoplanet-catalog/6376/wasp-172-b/
WASP-173 A b,760,3.69 Jupiters,11.15,2018,https://exoplanets.nasa.gov/exoplanet-catalog/7284/wasp-173-a-b/
WASP-174 b,1338,0.33 Jupiters,11.803,2018,https://exoplanets.nasa.gov/exoplanet-catalog/6354/wasp-174-b/
WASP-175 b,1759,0.99 Jupiters,12.959,2019,https://exoplanets.nasa.gov/exoplanet-catalog/7470/wasp-175-b/
WASP-176 b,1854,0.855 Jupiters,12.006,2020,https://exoplanets.nasa.gov/exoplanet-catalog/7623/wasp-176-b/
WASP-177 b,577,0.508 Jupiters,12.312,2019,https://exoplanets.nasa.gov/exoplanet-catalog/6523/wasp-177-b/
WASP-178 b,1395,1.66 Jupiters,9.946,2019,https://exoplanets.nasa.gov/exoplanet-catalog/7478/wasp-178-b/
WASP-17 b,1324,0.78 Jupiters,11.588,2009,https://exoplanets.nasa.gov/exoplanet-catalog/5371/wasp-17-b/
WASP-180 A b,828,0.9 Jupiters,10.655,2019,https://exoplanets.nasa.gov/exoplanet-catalog/7475/wasp-180-a-b/
WASP-181 b,1427,0.299 Jupiters,12.924,2019,https://exoplanets.nasa.gov/exoplanet-catalog/6524/wasp-181-b/
WASP-182 b,1069,0.148 Jupiters,11.98,2019,https://exoplanets.nasa.gov/exoplanet-catalog/7471/wasp-182-b/
WASP-183 b,1061,0.502 Jupiters,13.081,2019,https://exoplanets.nasa.gov/exoplanet-catalog/6525/wasp-183-b/
WASP-184 b,2163,0.57 Jupiters,12.771,2019,https://exoplanets.nasa.gov/exoplanet-catalog/7480/wasp-184-b/
WASP-185 b,911,0.98 Jupiters,11.101,2019,https://exoplanets.nasa.gov/exoplanet-catalog/7481/wasp-185-b/
WASP-186 b,909,4.22 Jupiters,10.81,2020,https://exoplanets.nasa.gov/exoplanet-catalog/7791/wasp-186-b/
WASP-187 b,1212,0.8 Jupiters,10.295,2020,https://exoplanets.nasa.gov/exoplanet-catalog/7792/wasp-187-b/
WASP-164 b,1068,2.13 Jupiters,12.603,2018,https://exoplanets.nasa.gov/exoplanet-catalog/6408/wasp-164-b/
WASP-165 b,1964,0.658 Jupiters,12.816,2018,https://exoplanets.nasa.gov/exoplanet-catalog/6409/wasp-165-b/
WASP-166 b,372,32.10083 Earths,9.351,2019,https://exoplanets.nasa.gov/exoplanet-catalog/7439/wasp-166-b/
WASP-167 b,1382,8 Jupiters,10.517,2017,https://exoplanets.nasa.gov/exoplanet-catalog/3521/wasp-167-b/
WASP-168 b,991,0.42 Jupiters,12.124,2018,https://exoplanets.nasa.gov/exoplanet-catalog/6375/wasp-168-b/
WASP-169 b,2045,0.561 Jupiters,12.167,2019,https://exoplanets.nasa.gov/exoplanet-catalog/7468/wasp-169-b/
WASP-16 b,633,1.24 Jupiters,11.288,2009,https://exoplanets.nasa.gov/exoplanet-catalog/5121/wasp-16-b/
WASP-170 b,997,1.6 Jupiters,12.613,2018,https://exoplanets.nasa.gov/exoplanet-catalog/6442/wasp-170-b/
WASP-171 b,2472,1.084 Jupiters,12.612,2019,https://exoplanets.nasa.gov/exoplanet-catalog/7469/wasp-171-b/
WASP-172 b,1755,0.47 Jupiters,10.988,2018,https://exoplanets.nasa.gov/exoplanet-catalog/6376/wasp-172-b/
WASP-173 A b,760,3.69 Jupiters,11.15,2018,https://exoplanets.nasa.gov/exoplanet-catalog/7284/wasp-173-a-b/
WASP-174 b,1338,0.33 Jupiters,11.803,2018,https://exoplanets.nasa.gov/exoplanet-catalog/6354/wasp-174-b/
WASP-175 b,1759,0.99 Jupiters,12.959,2019,https://exoplanets.nasa.gov/exoplanet-catalog/7470/wasp-175-b/
WASP-176 b,1854,0.855 Jupiters,12.006,2020,https://exoplanets.nasa.gov/exoplanet-catalog/7623/wasp-176-b/
WASP-177 b,577,0.508 Jupiters,12.312,2019,https://exoplanets.nasa.gov/exoplanet-catalog/6523/wasp-177-b/
WASP-178 b,1395,1.66 Jupiters,9.946,2019,https://exoplanets.nasa.gov/exoplanet-catalog/7478/wasp-178-b/
WASP-17 b,1324,0.78 Jupiters,11.588,2009,https://exoplanets.nasa.gov/exoplanet-catalog/5371/wasp-17-b/
WASP-180 A b,828,0.9 Jupiters,10.655,2019,https://exoplanets.nasa.gov/exoplanet-catalog/7475/wasp-180-a-b/
WASP-181 b,1427,0.299 Jupiters,12.924,2019,https://exoplanets.nasa.gov/exoplanet-catalog/6524/wasp-181-b/
WASP-182 b,1069,0.148 Jupiters,11.98,2019,https://exoplanets.nasa.gov/exoplanet-catalog/7471/wasp-182-b/
WASP-183 b,1061,0.502 Jupiters,13.081,2019,https://exoplanets.nasa.gov/exoplanet-catalog/6525/wasp-183-b/
WASP-184 b,2163,0.57 Jupiters,12.771,2019,https://exoplanets.nasa.gov/exoplanet-catalog/7480/wasp-184-b/
WASP-185 b,911,0.98 Jupiters,11.101,2019,https://exoplanets.nasa.gov/exoplanet-catalog/7481/wasp-185-b/
WASP-186 b,909,4.22 Jupiters,10.81,2020,https://exoplanets.nasa.gov/exoplanet-catalog/7791/wasp-186-b/
WASP-187 b,1212,0.8 Jupiters,10.295,2020,https://exoplanets.nasa.gov/exoplanet-catalog/7792/wasp-187-b/
WASP-164 b,1068,2.13 Jupiters,12.603,2018,https://exoplanets.nasa.gov/exoplanet-catalog/6408/wasp-164-b/
WASP-165 b,1964,0.658 Jupiters,12.816,2018,https://exoplanets.nasa.gov/exoplanet-catalog/6409/wasp-165-b/
WASP-166 b,372,32.10083 Earths,9.351,2019,https://exoplanets.nasa.gov/exoplanet-catalog/7439/wasp-166-b/
WASP-167 b,1382,8 Jupiters,10.517,2017,https://exoplanets.nasa.gov/exoplanet-catalog/3521/wasp-167-b/
WASP-168 b,991,0.42 Jupiters,12.124,2018,https://exoplanets.nasa.gov/exoplanet-catalog/6375/wasp-168-b/
WASP-169 b,2045,0.561 Jupiters,12.167,2019,https://exoplanets.nasa.gov/exoplanet-catalog/7468/wasp-169-b/
WASP-16 b,633,1.24 Jupiters,11.288,2009,https://exoplanets.nasa.gov/exoplanet-catalog/5121/wasp-16-b/
WASP-170 b,997,1.6 Jupiters,12.613,2018,https://exoplanets.nasa.gov/exoplanet-catalog/6442/wasp-170-b/
WASP-171 b,2472,1.084 Jupiters,12.612,2019,https://exoplanets.nasa.gov/exoplanet-catalog/7469/wasp-171-b/
WASP-172 b,1755,0.47 Jupiters,10.988,2018,https://exoplanets.nasa.gov/exoplanet-catalog/6376/wasp-172-b/
WASP-173 A b,760,3.69 Jupiters,11.15,2018,https://exoplanets.nasa.gov/exoplanet-catalog/7284/wasp-173-a-b/
WASP-174 b,1338,0.33 Jupiters,11.803,2018,https://exoplanets.nasa.gov/exoplanet-catalog/6354/wasp-174-b/
WASP-175 b,1759,0.99 Jupiters,12.959,2019,https://exoplanets.nasa.gov/exoplanet-catalog/7470/wasp-175-b/
WASP-176 b,1854,0.855 Jupiters,12.006,2020,https://exoplanets.nasa.gov/exoplanet-catalog/7623/wasp-176-b/
WASP-177 b,577,0.508 Jupiters,12.312,2019,https://exoplanets.nasa.gov/exoplanet-catalog/6523/wasp-177-b/
WASP-178 b,1395,1.66 Jupiters,9.946,2019,https://exoplanets.nasa.gov/exoplanet-catalog/7478/wasp-178-b/
WASP-17 b,1324,0.78 Jupiters,11.588,2009,https://exoplanets.nasa.gov/exoplanet-catalog/5371/wasp-17-b/
WASP-180 A b,828,0.9 Jupiters,10.655,2019,https://exoplanets.nasa.gov/exoplanet-catalog/7475/wasp-180-a-b/
WASP-181 b,1427,0.299 Jupiters,12.924,2019,https://exoplanets.nasa.gov/exoplanet-catalog/6524/wasp-181-b/
WASP-182 b,1069,0.148 Jupiters,11.98,2019,https://exoplanets.nasa.gov/exoplanet-catalog/7471/wasp-182-b/
WASP-183 b,1061,0.502 Jupiters,13.081,2019,https://exoplanets.nasa.gov/exoplanet-catalog/6525/wasp-183-b/
WASP-184 b,2163,0.57 Jupiters,12.771,2019,https://exoplanets.nasa.gov/exoplanet-catalog/7480/wasp-184-b/
WASP-185 b,911,0.98 Jupiters,11.101,2019,https://exoplanets.nasa.gov/exoplanet-catalog/7481/wasp-185-b/
WASP-186 b,909,4.22 Jupiters,10.81,2020,https://exoplanets.nasa.gov/exoplanet-catalog/7791/wasp-186-b/
WASP-187 b,1212,0.8 Jupiters,10.295,2020,https://exoplanets.nasa.gov/exoplanet-catalog/7792/wasp-187-b/
WASP-164 b,1068,2.13 Jupiters,12.603,2018,https://exoplanets.nasa.gov/exoplanet-catalog/6408/wasp-164-b/
WASP-165 b,1964,0.658 Jupiters,12.816,2018,https://exoplanets.nasa.gov/exoplanet-catalog/6409/wasp-165-b/
WASP-166 b,372,32.10083 Earths,9.351,2019,https://exoplanets.nasa.gov/exoplanet-catalog/7439/wasp-166-b/
WASP-167 b,1382,8 Jupiters,10.517,2017,https://exoplanets.nasa.gov/exoplanet-catalog/3521/wasp-167-b/
WASP-168 b,991,0.42 Jupiters,12.124,2018,https://exoplanets.nasa.gov/exoplanet-catalog/6375/wasp-168-b/
WASP-169 b,2045,0.561 Jupiters,12.167,2019,https://exoplanets.nasa.gov/exoplanet-catalog/7468/wasp-169-b/
WASP-16 b,633,1.24 Jupiters,11.288,2009,https://exoplanets.nasa.gov/exoplanet-catalog/5121/wasp-16-b/
WASP-170 b,997,1.6 Jupiters,12.613,2018,https://exoplanets.nasa.gov/exoplanet-catalog/6442/wasp-170-b/
WASP-171 b,2472,1.084 Jupiters,12.612,2019,https://exoplanets.nasa.gov/exoplanet-catalog/7469/wasp-171-b/
WASP-172 b,1755,0.47 Jupiters,10.988,2018,https://exoplanets.nasa.gov/exoplanet-catalog/6376/wasp-172-b/
WASP-173 A b,760,3.69 Jupiters,11.15,2018,https://exoplanets.nasa.gov/exoplanet-catalog/7284/wasp-173-a-b/
WASP-174 b,1338,0.33 Jupiters,11.803,2018,https://exoplanets.nasa.gov/exoplanet-catalog/6354/wasp-174-b/
WASP-175 b,1759,0.99 Jupiters,12.959,2019,https://exoplanets.nasa.gov/exoplanet-catalog/7470/wasp-175-b/
WASP-176 b,1854,0.855 Jupiters,12.006,2020,https://exoplanets.nasa.gov/exoplanet-catalog/7623/wasp-176-b/
WASP-177 b,577,0.508 Jupiters,12.312,2019,https://exoplanets.nasa.gov/exoplanet-catalog/6523/wasp-177-b/
WASP-178 b,1395,1.66 Jupiters,9.946,2019,https://exoplanets.nasa.gov/exoplanet-catalog/7478/wasp-178-b/
WASP-17 b,1324,0.78 Jupiters,11.588,2009,https://exoplanets.nasa.gov/exoplanet-catalog/5371/wasp-17-b/
WASP-180 A b,828,0.9 Jupiters,10.655,2019,https://exoplanets.nasa.gov/exoplanet-catalog/7475/wasp-180-a-b/
WASP-181 b,1427,0.299 Jupiters,12.924,2019,https://exoplanets.nasa.gov/exoplanet-catalog/6524/wasp-181-b/
WASP-182 b,1069,0.148 Jupiters,11.98,2019,https://exoplanets.nasa.gov/exoplanet-catalog/7471/wasp-182-b/
WASP-183 b,1061,0.502 Jupiters,13.081,2019,https://exoplanets.nasa.gov/exoplanet-catalog/6525/wasp-183-b/
WASP-184 b,2163,0.57 Jupiters,12.771,2019,https://exoplanets.nasa.gov/exoplanet-catalog/7480/wasp-184-b/
